Course Title,Level,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url,Duration to complete (Approx.),Price,Course Picture Url
Fundamentals of Macroscopic and Microscopic Thermodynamics,Advanced level,"Explain the concept of temperature, thermodynamic pressure, and chemical potential from a postulatory perspectiveSummarize the role of the Fundamental Relation in establishing connections between atomic/molecular structure and macroscopic properties","Mechanical Engineering, Chemistry, Quantum Mechanics, Fluid Mechanics","Program Introduction, Macroscopic Thermodynamics, Microscopic Thermodynamics","Jay Clayton, Jen Gunderman, William Van Atten, Ben Langmead, Jem Corcoran",University of Glasgow,Physical Science and Engineering,https://www.coursera.org/learn/macroscopic-microscopic-thermodynamics,9,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/d8/daf7ec72744f23bbd652f36cac5d85/stats_therma_c1_logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
DevOps: Introduction to Developer Operations Specialization,Beginner level,Automate common tasks with AnsibleCreate and manage containersAutomate stages of the app development process with Continuous Integration and Continuous Development (CI/CD),"Cloud, Provisioning Development Environment, Containers, Automation","Mastering Ansible Automation, CI/CD for Software Developers, Container Creation and Orchestration Basics, Introduction to Terraform, Performance Monitoring For Application Developers","Matthew A. Koschmann, Brandon Krakowsky, Cade Massey",Vanderbilt University,Computer Science,https://www.coursera.org/specializations/codio-devops,40,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/d6/2a1bc5a3e946e299c16ef968c7f191/Terraform-Icon.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
SAS Visual Business Analytics Professional Certificate,Beginner level,How to explore data using SAS Visual AnalyticsHow to create interactive reports using SAS Visual AnalyticsHow to prepare data using SAS Data Studio,"SAS VA, Business Analytics, SAS Visual Analytics","Getting Started with SAS Visual Analytics , Data Analysis and Reporting in SAS Visual Analytics, Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics, Performing Network, Path, and Text Analyses in SAS Visual Analytics, Creating Advanced Reports with SAS Visual Analytics",Jen Gunderman,University of Glasgow,DataScience,https://www.coursera.org/professional-certificates/sas-visual-business-analytics,40,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/eb/4a428575924fadb57ea163a62e20fa/118478-iconImage-EducationCoursera-VA-green.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Project Management Specialization,Beginner level,"By completing this specialization, you will develop familiarity with the concepts, tools, and techniques used in project management.You will be able to describe the role of the project manager and the different phases of the project life cycle.You will also be able to distinguish different project management methodologies and determine which is best for a particular project.","Project Management, Risk Management, Agile Management, Stakeholder Communications, Engineering management","Project Management: Foundations and Initiation, Project Planning and Execution, Agile Project Management","Joseph W. Cutrone, Shree Nayar, Richard Waterman",University of Glasgow,DataScience,https://www.coursera.org/specializations/meem-project-management,80,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/83/620b0a23754b2ea859f5cbd31f3ef7/Slide1.jpeg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
A Consultative Approach to Working with Recruiters,Intermediate level," A keen understanding of the recruitment and hiring process, the people involved and their responsibilities A checklist of ways to be a consultant to your designated recruiter. Best practices to create a consistent approach to working with your recruiter. Tips on how to invest your time wisely to ensure a productive outcome and successful hire ","Human Resources (HR), Hiring Manager Training, Hiring Manager Certification, Talen Acquisition Training","Recruiting as a Process, ""A Hiring Managers Checklist"", Consultative Follow Through, Wrap Up","Brian Caffo, Tom Zeiler, George Siedel, Maurice Schweitzer",Imperial College London,Personal Development,https://www.coursera.org/learn/airs-consultative-approach-working-with-recruiters,3,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/52/e9983a97d54e41a9237d31b5e727c7/AIRS_Logo_Vert-PMS_RED_186_376x376.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Data Analysis and Visualization Foundations Specialization,Beginner level,"Describe the data ecosystem, tasks a Data Analyst performs, as well as skills and tools required for successful data analysisExplain basic functionality of spreadsheets and utilize Excel to perform a variety of data analysis tasks like data wrangling and data miningList various types of charts and plots and create them in Excel as well as work with Cognos Analytics to generate interactive dashboards","Data Analysis, Microsoft Excel, IBM Cognos Analytics, Dashboard, Data Visualization, Data Structure, cognos analytics, Pivot Charts, Data Science, Spreadsheet, Pivot Table","Introduction to Data Analytics, Excel Basics for Data Analysis, Data Visualization and Dashboards with Excel and Cognos, Assessment for Data Analysis and Visualization Foundations",Samuel J. Cooper,The Hong Kong University of Science and Technology,Computer Science,https://www.coursera.org/specializations/data-analysis-visualization-foundations,40,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/6d/6fb8cc58064b8d85eae4cc5ed61448/Data-Analysis-Foundations-1200X1200.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Introduction to Data Analytics,Beginner level,How to apply the data analysis process OSEMN to marketing data,"Data Analysis, Marketing, Data Management, Data Visualization","Working with Data, Obtaining and Scrubbing Data, Exploring and Modeling Data, Interpreting Data","Richard Lambert, Chris Koehler",Vanderbilt University,Business,https://www.coursera.org/learn/data-analytics-introduction,14,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/08/def58e1d5746108f2b295082809e2e/MA_Course2_Logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Python for Cybersecurity Specialization,Intermediate level,Develop custom Python scripts to automate cybersecurity tasks.Apply Python to meet objectives through the cybersecurity attack lifecycle.Automate common cyberattack and defense activities with Python.,"Computer Programming, Cybersecurity, Python Programming, attack and defend, pre-att&ck","Introduction to Python for Cybersecurity , Execution, persistence, privilege escalation and evasion, Credential Access, discovery, lateral movement & collection, Python for Command-and-control, Exfiltration and Impact, Python for Active Defense",Eric Bradlow,Imperial College London,Information Technology,https://www.coursera.org/specializations/pythonforcybersecurity,40,16.99,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/df/35bf9b5689457994b3bcfe7d969413/infosec-python-for-cybersecurity-2-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
How to Create a Facebook Business Manager Account,Beginner level,Understand all the features in Facebook Business Manager. ,"Facebook, Facebook Business Manager",Learn step-by-step,"Charles Russell Severance, Timothy Scherr, Ethan Mollick",Arizona State University,Business,https://www.coursera.org/projects/how-create-facebook-business-manager-account,2,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/6b/0f3da6cf6a4df094b56c9faebbf546/Image-Logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Science of Exercise,Beginner level,"Explain the relationship between exercise and the body's physiological responses, including carbohydrate, fat, and protein metabolismDescribe the role of nutritional choices and their impact on health and trainingSummarize the factors that contribute to muscle soreness, fatigue, and the dangers associated with performance-enhancing drugs","Training, Nutrition, Fitness And Nutrition, Public Health","The Energetics of Exercise, Physiological Systems During Exercise, Exercise for Fitness & Performance, Exercise in Health, Wellness and Disease",Bright Sheng,University of Michigan,Health,https://www.coursera.org/learn/science-exercise,9,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/04/71a6b0423011e7afe52f33f45e3daf/run-2087056__480.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Achieving Health Equity in Healthcare,Intermediate level,The community health center model is an intervention to combat racial and ethnic healthcare disparitiesThe role of reparations as an intervention to combat racial and ethnic healthcare disparitiesHow health systems implement quality improvement initiatives as an intervention to combat racial and ethnic healthcare disparities,"anti-racism, Healthcare inequity, Healthcare policies, Healthcare systems, Community Health","Week 1 | The Community Health Center Model, Week 2 | Anti-Discrimination Health Laws and Policies, Week 3 | The Use of Provider Interventions to Reduce Differential Care, Week 4 | Improving Quality and Access in Healthcare, Week 5 | The Role of Anti-Racism and Reparations in Healthcare","Timothy Scherr, Collin Paschall, Amrita V. Subramanian, Ethan Mollick",Arizona State University,Health,https://www.coursera.org/learn/achieving-health-equity-in-healthcare,10,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/e9/b2c048a5204e79b740133ccbfccb23/course_3.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Introduction to FPGA Design for Embedded Systems,Intermediate level,Describe what an FPGA is and how this technology was developedDetermine how to select the best FPGA architecture for a given applicationUse state of the art software tools for FPGA development and solve critical digital design problems using FPGAs,"Primality Test, Verilog, Digital Design, Static Timing Analysis","""Whats this programmable logic stuff anyway?  History and Architecture "", FPGA Design Tool Flow; An Example Design, FPGA Architectures:  SRAM, FLASH, and Anti-fuse, Programmable logic design using schematic entry design tools","Eric Bradlow, David Underwood",Imperial College London,Computer Science,https://www.coursera.org/learn/intro-fpga-design-embedded-systems,18,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/5c/a885e0771b11e7bbe2d932d1701172/FPGAs-Icon_4x.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Introduction to Programming,Beginner level,"Learn about various constructs supported by C Language and use them to write programs which can solve scientific problems.Write programs using various constructs supported by the C language such as assignment, sequencing, conditional and iteration.Perform indirect memory level operations of a computer through pointers and dynamic memory allocation.Create, edit and delete files on a computer using programs.",Basic usage of a computer,"Course Introduction, Introduction to Computing and Problem-Solving, Introduction to C Programming, Branching and Looping, Functions, Arrays","Yaakov Chaikin, Robert W. Holthausen, Erin Willis, Brandon Krakowsky, Matthew A. Koschmann",Vanderbilt University,DataScience,https://www.coursera.org/learn/programming-introduction,36,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/6f/843a1262ab4376a2a417166b54560f/B.Sc-CS.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Fibonacci Numbers and the Golden Ratio,Beginner level,Fibonacci numbers Golden ratioFibonacci identities and sumsContinued fractions,"Recreational Mathematics, Discrete Mathematics, Elementary Mathematics","""Fibonacci:  Its as easy as 1, 1, 2, 3"", Identities, sums and rectangles, The most irrational number","V. G. Vinod Vydiswaran, Jeffrey R. Chasnov",Johns Hopkins University,Math and Logic,https://www.coursera.org/learn/fibonacci,9,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/32/df703883534667bbdd3dcc783ac2aa/fibonacci-logo-900.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Play It Safe: Manage Security Risks,Beginner level,"Identify the primary threats, risks, and vulnerabilities to business operationsExamine how organizations use security frameworks and controls to protect business operationsDefine commonly used Security Information and Event Management (SIEM) toolsUse a playbook to respond to threats, risks, and vulnerabilities","Information Security (INFOSEC), NIST Risk Management Framework (RMF), Security Audits, NIST Cybersecurity Framework (CSF), Incident Response Playbooks","Security domains, Security frameworks and controls, Introduction to cybersecurity tools , Use playbooks to respond to incidents","Erin Willis, Theodore Henry King CLARK",Vanderbilt University,DataScience,https://www.coursera.org/learn/manage-security-risks,11,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/63/d40bcfaadf48b9b5350967ae683c53/2_CYBER_PLAYITSAFE.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces
Reflections from 40 Years Fighting International Epidemics,Beginner level,"Anticipate, Recognize, ActWhat's Next is Already HereCreate Synergies of Strengths","Epidemiology, medical humanities, Public Health, epidemic analysis, pandemic policy","Course Orientation, Module 1: Reflections on Fighting Epidemics and Medical Humanities, ""Module 2: Whats Next Is Already Here, But We Havent Recognized It Yet"", Module 3: A Guideline for the Future: Anticipate, Recognize and Act, Module 4: Career Reflections and Medical Humanities","Mike Barger, Tyson Gern",University of Michigan,Health,https://www.coursera.org/learn/40-years-fighting-international-epidemics-in-the-field,14,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/92/7d2b0c7654498ba395623fb6429081/dan-cover.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Renewable Energy Specialization,Beginner level,"Understand and evaluate the operations and performance of renewable energy technologies.Explain how renewable energy systems integrate with electricity grid operations and market structures.Explore how issues such as electric vehicles, hydrogen, and storage will influence renewable energy, and assess future pathways for renewables.","Wind Energy, Sustainability, Renewable Energy, Solar Energy, Energy Projects","Renewable Energy Technology Fundamentals, Renewable Power and Electricity Systems, Renewable Energy Projects, Renewable Energy Futures","Prasanna Tambe, Paula Caproni",University of Pennsylvania,Physical Science and Engineering,https://www.coursera.org/specializations/renewable-energy,40,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/5b/dff414d00041bfb71f457b0e21e308/logo6_renewable_energy.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
IBM Product Manager Professional Certificate,Beginner level,"Apply key product management skills, tools, and techniques to engage and manage key stakeholders and clientsIdentify product strategy development and implementation methods and best practices to ensure the right product is producedDescribe product development and analysis best practices to effectively manage change and ensure a successful product launchDevelop a working knowledge of Agile and adaptive methodologies used to expedite product solutions to market","Stakeholder Collaboration, Leadership, Product Management, Product Plan, agile","Product Management: An Introduction, Product Management: Foundations & Stakeholder Collaboration, Product Management: Initial Product Strategy and Plan, Product Management: Developing and Delivering a New Product, Introduction to Agile Development and Scrum, Product Management: Capstone Project","Nikolaus Correll, Louise Toppin, Stephany Duda, Peter Fader, Matthew Bengtson",University of Pennsylvania,Business,https://www.coursera.org/professional-certificates/ibm-product-manager,160,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/7a/e80845794e4888b2738d51164fdcbb/Product-Management-Capstone-final-image.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
European Business Law: Understanding the Fundamentals,Beginner level,"Navigate EU legal sources, understand relevant laws and regulations and apply the fundamental principles of EU law within the EU legal framework.Utilize the rules of freedom of movement and their impacts on trade in the EU.Understand how individuals and companies are able to enforce their EU rights on national level and how an individual can challenge EU legislation.Understand EU policies and their influence on foreign trade and investment.","Foreign Policy, Law, Legal Research, Business Law","Introduction to EU law, Sources and Method, Fundamental Principles, Enforcement of EU Law and Judicial Review, The Economic Freedoms, The External Dimension","Ramya Kumar, Martine Haas",Arizona State University,Business,https://www.coursera.org/learn/european-law-fundamentals,13,26,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/4c/c09450ebc911e3b776713ecb7a4d38/European_draft3.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Generative AI Fundamentals Specialization,Beginner level,"Explain the fundamental concepts, capabilities, models, tools, applications, and platforms of generative AI foundation models.Apply powerful prompt engineering techniques to write effective prompts and generate desired outcomes from AI models.Discuss the limitations of generative AI and explain the ethical concerns and considerations for the responsible use of generative AI.Recognize the ability of generative AI to enhance your career and help implement improvements at your workplace.","Artificial Intelligence (AI), Prompt Engineering, Generative AI Careers, Generative AI, Foundation Models","Generative AI: Introduction and Applications, Generative AI: Prompt Engineering Basics, Generative AI: Foundation Models and Platforms, Generative AI: Impact, Considerations, and Ethical Issues, Generative AI: Business Transformation and Career Growth","Dr. Quentin McAndrew, Amol S. Navathe, Christopher Brooks",Johns Hopkins University,Computer Science,https://www.coursera.org/specializations/generative-ai-for-everyone,20,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/61/edc4c8538e49fd97efecab1665e969/GenAI_Logo-Image_1200x1200pxl-copy.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Introduction to Cloud Computing,Beginner level,"Define cloud computing and explain essential characteristics, history, the business case for cloud, and the emerging technologies enabled by cloudDescribe the cloud service models- IaaS, PaaS, SaaS, and cloud deployment models- Public, Private, Hybrid; explain cloud infrastructure componentsExplain emerging Cloud related trends including HybridMulticloud, Microservices, Serverless, Cloud Native, DevOps, and Application ModernizationList and describe services of popular cloud platforms including AWS, Microsoft Azure, Google Cloud, IBM Cloud, Alibaba Cloud, and others","Cloud Computing, Hybrid Multicloud, Devops, Iaas PaaS Saas, Cloud Native","Overview of Cloud Computing, Cloud Computing Models, Components of Cloud Computing, Emergent Trends and Practices, Cloud Security, Monitoring, Case Studies,  Jobs , Final Project and Assignment",Matthew Bengtson,University of Pennsylvania,Information Technology,https://www.coursera.org/learn/introduction-to-cloud,12,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/f3/5d00cbdb784bee9e7ff6d4bbab1ebb/CloudComputingIntroduction.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Artificial Intelligence on Microsoft Azure,Beginner level,How to identify guiding principles for responsible AIHow to identify features of common AI workloads,"Artificial Intelligence (AI), Microsoft Azure",Artificial Intelligence workloads and considerations,"Guy David, Cheri Alexander",The Hong Kong University of Science and Technology,Computer Science,https://www.coursera.org/learn/artificial-intelligence-microsoft-azure,3,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/8e/c6f4392a2840f4b4f81f34c05aadd9/Artificial-Intelligence-on-Microsoft-Azure-01.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Leading the Modern Day Business Specialization,Beginner level,"How to utilize BCG's digital transformation framework as a ""how-to"" for digitizing your organizationWhat design thinking is and when to use itInstrument relevant, actionable analytics into your product programHow to take the many ideas you generate and determine which ones are likely to produce specific, desired outcomes","Storytelling, Marketing, Innovation, Business Strategy, Leadership And Management","Digital Transformation, Design Thinking for Innovation, Digital Product Management: Modern Fundamentals, Customer-Centric IT Strategy","Gautam Kaul, Bob Higgins, Daniel Romero, Mauro Guillen",Columbia University,Business,https://www.coursera.org/specializations/leading-modern-day-business,40,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/24/a4fd2b8b7d4dea9eb0973ab0e5e640/digtrans_logo-01.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Design for Additive Manufacturing,Intermediate level,Students will apply the DfAM staircase framework to make additive manufacturing decisions.,"Build preparation, Post-processing requirements, Machine setup, Part Selection for Additive Manufacturing","Course Introduction, Module 5.1: Design Constraints in Additive Manufacturing, Module 5.2: Design Considerations for Additive Manufacturing, Module 5.3: Course Project and Wrap-Up","Maxim Sytch, Christopher Brooks, Amol S. Navathe, Alan Barstow",Johns Hopkins University,Physical Science and Engineering,https://www.coursera.org/learn/design-for-additive-manufacturing,7,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/e7/0bcaab17914c98a72ac98503703bb7/shutterstock_1762363112.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
"GIS Data Formats, Design and Quality",Intermediate level,Design data tables and use separating and joining data in a relational databaseWrite query strings to subset dataCreate and work with raster dataCreate web maps,"Spatial Analysis, Analytics, Workflow, Data Management","Course Overview & Data Models and Formats, Creating and Working with Vector Data, Storage Formats and Working with Rasters, Data Quality and Creating Web Maps","Kevin Volpp, Jeffrey Nytch, Jessica Cinco",University of Colorado Boulder,Physical Science and Engineering,https://www.coursera.org/learn/gis-data,26,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/cd/0592f0b32311e5835f974a8abbc8f3/DesktopGIS_Alternate_3.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Calculus for Machine Learning and Data Science,Beginner level,Analytically optimize different types of functions commonly used in machine learning using properties of derivatives and gradients Approximately optimize different types of functions commonly used in machine learningVisually interpret differentiation of different types of functions commonly used in machine learningPerform gradient descent in neural networks with different activation and cost functions,"Calculus, Machine Learning, ""NewtonS Method"", Gradient Descent, Mathematical Optimization","Week 1 - Derivatives and Optimization, Week 2 - Gradients and Gradient Descent, ""Week 3 - Optimization in Neural Networks and Newtons Method""",Kariann Yokota,Imperial College London,DataScience,https://www.coursera.org/learn/machine-learning-calculus,25,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/e0/56af49978b4c21948a37ec9c250d06/Calc-DL_Square_Banner_Coursera_800x800.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Oracle Cloud Infrastructure Foundations,Beginner level,OCI ArchitectureIdentity and Access ManagementCompute and StorageOCI Security and Administration,"OCI Cloud Storage, Networking, Architecting, Autonomous Database Concepts","Getting Started with OCI, Compute, Storage and Database, OCI Security and Administration, Next Steps : Certification","Delian Gaskell, Dr. John L. Puckett, David P. Silverman, Marc Peter Deisenroth",University of Michigan,Information Technology,https://www.coursera.org/learn/oraclecloud-infrastructure-foundations,8,24,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/6d/fbcf10bbb64ea5b6efd069aadd3db5/OCI-Social-Coursera-CourseTile-1.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Generalized Linear Models and Nonparametric Regression,Intermediate level,"Describe how to generalize the linear model framework to accommodate data that is not suitable for the standard linear regression model.State some advantages and disadvantages of (generalized) additive models.Describe how an additive model can be generalized to incorporate non-normal response variables (i.e., define a generalized additive model).","Calculus, and probability theory., Linear Algebra","An Introduction to Generalized Linear Models Through Binomial Regression, Models for Count Data, Introduction to Nonparametric Regression, Introduction to Generalized Additive Models","Illysa Izenberg, Dr. Michael Charles Johanek, Matthew Bidwell, Liliana Florea",University of Colorado Boulder,Math and Logic,https://www.coursera.org/learn/generalized-linear-models-and-nonparametric-regression,42,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/87/81ad069879432f9c5cf8366f0ebb25/Stat-logo22.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Microsoft Azure AI Fundamentals AI-900 Exam Prep Specialization,Beginner level,"You will learn about the types of solutions AI makes possible, and the services on Microsoft Azure that you can use to create them.","Describe features of computer vision workloads on Azure, Describe AI workloads and considerations, Describe features of conversational AI workloads on Azure, Describe features of Natural Language Processing (NLP) workloads on Azure, Describe fundamental principles of machine learning on Azure","Artificial Intelligence on Microsoft Azure, Microsoft Azure Machine Learning, Computer Vision in Microsoft Azure, Natural Language Processing in Microsoft Azure, Preparing for AI-900: Microsoft Azure AI Fundamentals exam","Matthew Bidwell, Jessica Cinco, Alex Fosdick",University of Colorado Boulder,DataScience,https://www.coursera.org/specializations/microsoft-azure-ai-900-ai-fundamentals,40,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/04/a4e4d98de94a5da4fe4fafa4bcfeb5/fundamentals_certificate-01.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Fundamentals of Red Hat Enterprise Linux,Beginner level,Access the command line.Manage files from the command line.     Manage local Linux users and groups.Monitor and manage Linux processes.  ,Red Hat Linux,"Getting Started with Red Hat Enterprise Linux, Accessing the Command Line, Managing Files From the Command Line, Creating, Viewing, and Editing Text Files, Managing Local Linux Users and Groups, Controlling Access to Files with Linux File System Permissions, Monitoring and Managing Linux Processes, Installing and Updating Software Packages, Comprehensive Review","Robert Dittmar, Collin Paschall, Amrita V. Subramanian",Arizona State University,Math and Logic,https://www.coursera.org/learn/fundamentals-of-red-hat-enterprise-linux,20,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/b3/b6693cb0424a938c0376ff89bb5f5b/RH_Logo_Whitebg1200x1200.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Splunk Search Expert 101,Beginner level,"Investigate data using Splunk Search Processing Language (SPL) and create searches, reports, dashboards, and visualizations.Utilize temporary and persistent fields in searches and enrich data with fields from other data sources.Create, managed, and schedule reports and alerts to automate processes and respond to incidents as they occur.Visualize data to create charts, graphs, and maps and use visual formatting commands to curate appearance.","Business Intelligence, Data Science, Big Data, Data Analysis, Business Analysis","What is Splunk?, Introduction to Splunk, Using Fields, Scheduling Reports and Alerts, Visualizations","Manuel Laguna, Matthew Bengtson, Peter Struck, Nikolaus Correll, Michael J. Readey",University of Pennsylvania,Computer Science,https://www.coursera.org/learn/splunk-search-expert-101,2,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/74/4aa02d5d7b4f87a80725ff0b85dd34/logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Leadership Style and Building a High-Performance Team,Beginner level,"By successfully completing this course, you will be able to describe your personal leadership style.You will also be able to define value creation and explain how building a high-performance team is an essential aspect of leadership.","Value of Executive Presence, Your Personality Type and How You Impact Others, How to Build a Highly Performing Team, Your Top 5 Strengths","Leadership and Your Personal Style and Strengths, Reaching Your Full Leadership Potential , Building a High-Performance Team, Executive Presence and Why it Matters, Leading Through Leaders","Susan Davidson, Gautam Kaul, Mauro Guillen",Columbia University,Personal Development,https://www.coursera.org/learn/leadership-style-high-performance-team,25,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/6b/c7eb76eed9420bad21054b1cc54cd0/leading_tech_orgs_c1_logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Django Application Development with SQL and Databases,Intermediate level,"Explain what a database is and create an entity relationship data model for a relational database.Compose SQL queries to insert, select, update, and delete data in a database.
Use Django ORM to build object-oriented databases.Integrate Bootstrap into your Django template and build interactive web pages.","Django (Web Framework), Object Relational Mapping (ORM), Relational Database (RDBMS), SQL, Back-End Applications","Getting Started with SQL & Relational Databases, ORM: Bridging the Gap Between the Real World and Relational Model, Full-stack Django Development, Consolidate and Deploy Your Django App, Final Project: Enhance Online Course App with New Features",Al Filreis,The Hong Kong University of Science and Technology,Information Technology,https://www.coursera.org/learn/developing-applications-with-sql-databases-and-django,14,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/fe/30e66c026241778e08c7f6bc5e8bee/200392-Image.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
